画面名 (JP),API List,Business Flow,Giải thích tính năng,Menu,Remark ,Screen (VI),Screen ID,Status,Sub menu,System,Thông tin hiển thị trên màn hình,URL,Wireframe list,サブメニュー,システム,メニュー,機能説明,画面表示情報
特別条項適用申請承認,,,Approve/reject attendance.,Attendance Management,,Yêu cầu điều khoản đặc biệt Approval,MO-ATT-028,Not started,,MOTO Portal,Phê duyệt Yêu cầu điều khoản đặc biệt,/moto/attendance/special-clause/:id/approve,,,派遣元ポータル,,申請された特別条項の適用内容を審査し、承認または却下を行う画面です。,<JP>
特別条項適用申請詳細,,,Chi tiết yêu cầu điều khoản đặc biệt,Attendance Management,,Chi tiết yêu cầu điều khoản đặc biệt,MO-ATT-027,Not started,,MOTO Portal,Chi tiết yêu cầu điều khoản đặc biệt,/moto/attendance/special-clause/:id,,,派遣元ポータル,,申請された特別条項の適用内容や、現在の承認ステータスを詳細に確認する画面です。,<JP>
diagram 4 - screen design,,,,,,,,Not started,,,,,,,,,,
ログイン,,,Đăng nhập hệ thống,,,Login,PA-AU-001,Not started,,Platform SaaS Admin,,/admin/login,Untitled (https://www.notion.so/374f02c407dd80089717d0233edb23f8?pvs=21),,,,,
プロフィール,ST-PRO-001-API-01-Staff Profile Detail (https://www.notion.so/ST-PRO-001-API-01-Staff-Profile-Detail-36bf02c407dd8003a942f7b41ffa7c37?pvs=21),,Trang thông tin staff,,,Staff profile,ST-PRO-001,Not started,,Staff Mobile APP,Staff info,/staff/profile,,,,,,
プロフィール編集,,,Staff tự chỉnh sửa thông tin,,,Change staff info,ST-PRO-002,Not started,,Staff Mobile APP,Change staff info,/staff/profile/edit,,,,,,
口座情報設定,,,Thông tin tài khoản staff,,,Staff bank account,ST-PRO-003,Not started,,Staff Mobile APP,Staff bank account,/staff/profile/bank-account,,,,,,
緊急連絡先設定,,,Liên hệ khẩn cấp của staff,,,Staff emergency contacts,ST-PRO-004,Not started,,Staff Mobile APP,Staff emergency contacts,staff/profile/emergency-contact,,,,,,
契約一覧,,,,,,Staff contract,ST-CON-001,Not started,,Staff Mobile APP,,,,,,,,
契約詳細,,,,,,Staff contract detail,ST-CON-002,Not started,,Staff Mobile APP,,,,,,,,
契約書DL,,,,,,Staff downloads contract,ST-CON-003,Not started,,Staff Mobile APP,,,,,,,,
契約履歴,,,,,,Staff contract histories,ST-CON-004,Not started,,Staff Mobile APP,,,,,,,,
給与明細一覧,,,Danh sách phiếu lương,,,Staff payslips,ST-PAY-001,Not started,,Staff Mobile APP,,/staff/payslips,,,,,,
給与明細詳細,,,Chi tiết phiếu lương,,,Staff payslip detail,ST-PAY-002,Not started,,Staff Mobile APP,,/staff/payslips/{id},,,,,,
給与明細PDF,,,Chi tiết phiếu lương view pdf,,,Stafff payslip detail PDF view,ST-PAY-003,Not started,,Staff Mobile APP,,/staff/payslips/{id}/pdf,,,,,,
ログイン,,,Đăng nhập hệ thống bằng account/password; hỗ trợ lock control và remember session.,,,Login,PA-AUTH-001,Not started,,Platform SaaS Admin,,/admin/login,,,プラットフォーム管理,,アカウント・パスワードによるログインを行う。ロック制御・セッション管理対応。,
,,,,,,,,Not started,,,,,,,,,,
